Date,Time,ACFTEST,ACFTEST_%,CFTEST,CFTEST_%,CELLTEST,CELLTEST_%,ACFOFF,ACFOFF_%,CFOFF,CFOFF_%,CELLOFF,CELLOFF_%,CF 90%临界值,CF 95%临界值,ACF 90%临界值,ACF 95%临界值,CELL 90%临界值,CELL 95%临界值
2026/06/03,10:00,6516.67,93.6%,3028.07,96.6%,3199.82,87.5%,30853.12,78.4%,3812.76,96.3%,1223.69,88.0%,8192,4096,9216,4608,1536,768
